coinKey,coinName,raise,coinImage,fund_name,fund_key,fund_image,fund_tier,fund_type,fund_category,fund_category_slug,fund_totalInvestments
golden,Golden,40000000.0,https://img.cryptorank.io/coins/60x60.golden1664869946417.png,HNVR,hnvr,https://img.cryptorank.io/funds/60x60.hnvr1664872936082.png,4.0,NORMAL,Venture,venture,2
golden,Golden,40000000.0,https://img.cryptorank.io/coins/60x60.golden1664869946417.png,TRAC,trac,https://img.cryptorank.io/funds/60x60.trac1664873528185.png,4.0,NORMAL,Venture,venture,2
golden,Golden,40000000.0,https://img.cryptorank.io/coins/60x60.golden1664869946417.png,Vela Partners,vela-partners,https://img.cryptorank.io/funds/60x60.vela_partners1664873023597.png,4.0,NORMAL,Venture,venture,2
golden,Golden,40000000.0,https://img.cryptorank.io/coins/60x60.golden1664869946417.png,Chaac Ventures,chaac-ventures,https://img.cryptorank.io/funds/60x60.chaac_ventures1664873682866.png,4.0,NORMAL,Venture,venture,1
golden,Golden,40000000.0,https://img.cryptorank.io/coins/60x60.golden1664869946417.png,Scale Asia Ventures,scale-asia-ventures,https://img.cryptorank.io/funds/60x60.scale_asia_ventures1664873597718.png,4.0,NORMAL,Venture,venture,1
golden,Golden,40000000.0,https://img.cryptorank.io/coins/60x60.golden1664869946417.png,Dan Romero,dan-romero,https://img.cryptorank.io/funds/60x60.dan_romero1684920591798.png,,NORMAL,Angel Investor,angel-investor,21
golden,Golden,40000000.0,https://img.cryptorank.io/coins/60x60.golden1664869946417.png,George Lambeth,george-lambeth,https://img.cryptorank.io/funds/60x60.george_lambeth1733991115076.png,,NORMAL,Angel Investor,angel-investor,15
golden,Golden,40000000.0,https://img.cryptorank.io/coins/60x60.golden1664869946417.png,Juan Benet,juan-benet,https://img.cryptorank.io/funds/60x60.juan_benet1664870268585.png,,NORMAL,Angel Investor,angel-investor,13
golden,Golden,40000000.0,https://img.cryptorank.io/coins/60x60.golden1664869946417.png,Dylan Field,dylan-field,https://img.cryptorank.io/funds/60x60.dylan_field1689609831115.png,,NORMAL,Angel Investor,angel-investor,12
golden,Golden,40000000.0,https://img.cryptorank.io/coins/60x60.golden1664869946417.png,Arash Ferdowsi,arash-ferdowsi,https://img.cryptorank.io/funds/60x60.arash_ferdowsi1664870635025.png,,NORMAL,Angel Investor,angel-investor,2
golden,Golden,40000000.0,https://img.cryptorank.io/coins/60x60.golden1664869946417.png,Neal Dempsey,neal-dempsey,https://img.cryptorank.io/funds/60x60.neal_dempsey1664873775530.png,,NORMAL,Angel Investor,angel-investor,2
golden,Golden,40000000.0,https://img.cryptorank.io/coins/60x60.golden1664869946417.png,Stefano Bernardi,stefano-bernardi,https://img.cryptorank.io/funds/60x60.stefano_bernardi1664873366061.png,,NORMAL,Angel Investor,angel-investor,2
golden,Golden,40000000.0,https://img.cryptorank.io/coins/60x60.golden1664869946417.png,Wei Guo,wei-guo,https://img.cryptorank.io/funds/60x60.wei_guo1664873429144.png,,NORMAL,Angel Investor,angel-investor,2
golden,Golden,40000000.0,https://img.cryptorank.io/coins/60x60.golden1664869946417.png,Amirteymour Moazami,amirteymour-moazami,https://img.cryptorank.io/funds/60x60.amirteymour_moazami1664872401918.png,,NORMAL,Angel Investor,angel-investor,1
golden,Golden,40000000.0,https://img.cryptorank.io/coins/60x60.golden1664869946417.png,Avlok Kohli,avlok-kohli,https://img.cryptorank.io/funds/60x60.avlok_kohli1664871121049.png,,NORMAL,Angel Investor,angel-investor,1
golden,Golden,40000000.0,https://img.cryptorank.io/coins/60x60.golden1664869946417.png,Bastian Lehmann,bastian-lehmann,https://img.cryptorank.io/funds/60x60.bastian_lehmann1664870840852.png,,NORMAL,Angel Investor,angel-investor,1
golden,Golden,40000000.0,https://img.cryptorank.io/coins/60x60.golden1664869946417.png,Khaled Naim,khaled-naim,https://img.cryptorank.io/funds/60x60.khaled_naim1664872813336.png,,NORMAL,Angel Investor,angel-investor,1
golden,Golden,40000000.0,https://img.cryptorank.io/coins/60x60.golden1664869946417.png,Maryanna Saenko,maryanna-saenko,https://img.cryptorank.io/funds/60x60.maryanna_saenko1664870927986.png,,NORMAL,Angel Investor,angel-investor,1
golden,Golden,40000000.0,https://img.cryptorank.io/coins/60x60.golden1664869946417.png,Matt Bellamy,matt-bellamy,https://img.cryptorank.io/funds/60x60.matt_bellamy1664872589708.png,,NORMAL,Angel Investor,angel-investor,1
golden,Golden,40000000.0,https://img.cryptorank.io/coins/60x60.golden1664869946417.png,Michael Seibel,michael-seibel,https://img.cryptorank.io/funds/60x60.michael_seibel1664871037172.png,,NORMAL,Angel Investor,angel-investor,1
golden,Golden,40000000.0,https://img.cryptorank.io/coins/60x60.golden1664869946417.png,Sridhar Ramaswamy,sridhar-ramaswamy,https://img.cryptorank.io/funds/60x60.sridhar_ramaswamy1664872672273.png,,NORMAL,Angel Investor,angel-investor,1
d-2-x,D2X,5000000.0,https://img.cryptorank.io/coins/60x60.d_2_x1664876516347.png,Tioga Capital Partners,tioga-capital-partners,https://img.cryptorank.io/funds/60x60.tioga_capital_partners1664875612071.png,4.0,LEAD,Venture,venture,26
d-2-x,D2X,5000000.0,https://img.cryptorank.io/coins/60x60.d_2_x1664876516347.png,Flow Traders,flow-traders,https://img.cryptorank.io/funds/60x60.flow_traders1661961464980.png,3.0,NORMAL,Corporation,corporate,38
d-2-x,D2X,5000000.0,https://img.cryptorank.io/coins/60x60.d_2_x1664876516347.png,Kima Ventures,kima-ventures,https://img.cryptorank.io/funds/60x60.kima_ventures1663765763255.png,4.0,NORMAL,Venture,venture,25
d-2-x,D2X,5000000.0,https://img.cryptorank.io/coins/60x60.d_2_x1664876516347.png,Picus Capital,picus-capital,https://img.cryptorank.io/funds/60x60.picus_capital1664192736979.png,4.0,NORMAL,Venture,venture,8
d-2-x,D2X,5000000.0,https://img.cryptorank.io/coins/60x60.d_2_x1664876516347.png,Fortino Capital,fortino-capital,https://img.cryptorank.io/funds/60x60.fortino_capital1664876195985.png,4.0,NORMAL,Venture,venture,2
eclipse-fnd,Eclipse,9000000.0,https://img.cryptorank.io/coins/60x60.eclipse1722938609805.png,Tribe Capital,tribecapital,https://img.cryptorank.io/funds/60x60.tribe capital1653657912700.png,2.0,LEAD,Venture,venture,61
eclipse-fnd,Eclipse,9000000.0,https://img.cryptorank.io/coins/60x60.eclipse1722938609805.png,Tabiya,tabiya,https://img.cryptorank.io/funds/60x60.tabiya1664354164207.png,5.0,LEAD,Venture,venture,2
eclipse-fnd,Eclipse,9000000.0,https://img.cryptorank.io/coins/60x60.eclipse1722938609805.png,IVC,infinity-ventures-crypto,https://img.cryptorank.io/funds/60x60.infinity ventures crypto1649334658853.png,2.0,NORMAL,Venture,venture,101
eclipse-fnd,Eclipse,9000000.0,https://img.cryptorank.io/coins/60x60.eclipse1722938609805.png,CoinList,coinlist,https://img.cryptorank.io/funds/60x60.coin_list1696255431950.png,3.0,NORMAL,Corporation,corporate,12
eclipse-fnd,Eclipse,9000000.0,https://img.cryptorank.io/coins/60x60.eclipse1722938609805.png,TPC,tpc-ventures,https://img.cryptorank.io/funds/60x60.tpc1724938080966.png,4.0,NORMAL,Venture,venture,19
eclipse-fnd,Eclipse,9000000.0,https://img.cryptorank.io/coins/60x60.eclipse1722938609805.png,Struck Capital,struck-capital,https://img.cryptorank.io/funds/60x60.struck_capital1664354618788.png,4.0,NORMAL,Venture,venture,12
eclipse-fnd,Eclipse,9000000.0,https://img.cryptorank.io/coins/60x60.eclipse1722938609805.png,Soma Capital,soma-capital,https://img.cryptorank.io/funds/60x60.soma_capital1664182726143.png,5.0,NORMAL,Venture,venture,31
nas-academy,Nas Academy,12000000.0,https://img.cryptorank.io/coins/60x60.nas_academy1664356490815.png,HOF Capital,hof-capital,https://img.cryptorank.io/funds/60x60.hof_capital1664199445528.png,4.0,NORMAL,Venture,venture,17
nas-academy,Nas Academy,12000000.0,https://img.cryptorank.io/coins/60x60.nas_academy1664356490815.png,BECO Capital,beco-capital,https://img.cryptorank.io/funds/60x60.beco_capital1663332456264.png,4.0,NORMAL,Venture,venture,12
nas-academy,Nas Academy,12000000.0,https://img.cryptorank.io/coins/60x60.nas_academy1664356490815.png,Pitango,pitango,https://img.cryptorank.io/funds/60x60.pitango1664357330485.png,4.0,NORMAL,Venture,venture,7
nas-academy,Nas Academy,12000000.0,https://img.cryptorank.io/coins/60x60.nas_academy1664356490815.png,FTX Ventures,ftx-ventures,https://img.cryptorank.io/funds/60x60.ftx ventures1649435357799.png,,NORMAL,Exchange,exchange,72
nas-academy,Nas Academy,12000000.0,https://img.cryptorank.io/coins/60x60.nas_academy1664356490815.png,Jack Conte,jack-conte,https://img.cryptorank.io/funds/60x60.jack_conte1664357444544.png,,NORMAL,Angel Investor,angel-investor,1
nas-academy,Nas Academy,12000000.0,https://img.cryptorank.io/coins/60x60.nas_academy1664356490815.png,Nikhil Kamath,nikhilkamath,https://img.cryptorank.io/funds/60x60.nikhil_kamath1664357513309.png,,NORMAL,Angel Investor,angel-investor,1
gatenox,Gatenox,2500000.0,https://img.cryptorank.io/coins/60x60.gatenox1664359276070.png,C3 Venture Capital,c3-venture-capital,https://img.cryptorank.io/funds/60x60.c_3_venture_capital1664359511805.png,4.0,LEAD,Venture,venture,4
gatenox,Gatenox,2500000.0,https://img.cryptorank.io/coins/60x60.gatenox1664359276070.png,A100X,a100x,https://img.cryptorank.io/funds/60x60.a_100_x1664360123794.png,4.0,NORMAL,Venture,venture,4
gatenox,Gatenox,2500000.0,https://img.cryptorank.io/coins/60x60.gatenox1664359276070.png,Antoni Zolciak,antoni-zolciak,https://img.cryptorank.io/funds/60x60.antoni_zolciak1664360340817.png,,NORMAL,Angel Investor,angel-investor,1
gatenox,Gatenox,2500000.0,https://img.cryptorank.io/coins/60x60.gatenox1664359276070.png,Matthew Niemerg,matthew-niemerg,https://img.cryptorank.io/funds/60x60.matthew_niemerg1664360252807.png,,NORMAL,Angel Investor,angel-investor,1
unstoppabledomains,Unstoppable Domains,65000000.0,https://img.cryptorank.io/coins/60x60.unstoppable_domains1664359821249.png,Pantera Capital,pantera-capital,https://img.cryptorank.io/funds/60x60.pantera capital1648480190185.png,1.0,LEAD,Venture,venture,209
unstoppabledomains,Unstoppable Domains,65000000.0,https://img.cryptorank.io/coins/60x60.unstoppable_domains1664359821249.png,The Spartan Group,spartan-group,https://img.cryptorank.io/funds/60x60.the_spartan_group1729584485534.png,1.0,NORMAL,Venture,venture,218
unstoppabledomains,Unstoppable Domains,65000000.0,https://img.cryptorank.io/coins/60x60.unstoppable_domains1664359821249.png,OKX Ventures,okx-ventures,https://img.cryptorank.io/funds/60x60.okx blockdream ventures1648559318064.png,2.0,NORMAL,Venture,venture,196
unstoppabledomains,Unstoppable Domains,65000000.0,https://img.cryptorank.io/coins/60x60.unstoppable_domains1664359821249.png,P2 Ventures (Polygon Ventures),polygon-ventures,https://img.cryptorank.io/funds/60x60.p_2_ventures_polygon_ventures1715707296830.png,2.0,NORMAL,Venture,venture,148
unstoppabledomains,Unstoppable Domains,65000000.0,https://img.cryptorank.io/coins/60x60.unstoppable_domains1664359821249.png,Draper Associates,draper-associates,https://img.cryptorank.io/funds/60x60.draper_associates1664201216644.png,2.0,NORMAL,Venture,venture,57
unstoppabledomains,Unstoppable Domains,65000000.0,https://img.cryptorank.io/coins/60x60.unstoppable_domains1664359821249.png,Alchemy,alchemy,https://img.cryptorank.io/funds/60x60.alchemy1662544480763.png,2.0,NORMAL,Corporation,corporate,55
unstoppabledomains,Unstoppable Domains,65000000.0,https://img.cryptorank.io/coins/60x60.unstoppable_domains1664359821249.png,Boost VC,boost-vc,https://img.cryptorank.io/funds/60x60.boost vc1648543618568.png,2.0,NORMAL,Venture,venture,41
unstoppabledomains,Unstoppable Domains,65000000.0,https://img.cryptorank.io/coins/60x60.unstoppable_domains1664359821249.png,Hard Yaka,hardyaka,https://img.cryptorank.io/funds/60x60.hard_yaka1742819636243.png,3.0,NORMAL,Venture,venture,21
unstoppabledomains,Unstoppable Domains,65000000.0,https://img.cryptorank.io/coins/60x60.unstoppable_domains1664359821249.png,CoinDCX,coin-dcx,https://img.cryptorank.io/funds/60x60.coin_dcx1664291912898.png,3.0,NORMAL,Corporation,corporate,10
unstoppabledomains,Unstoppable Domains,65000000.0,https://img.cryptorank.io/coins/60x60.unstoppable_domains1664359821249.png,Rainfall,rainfall,https://img.cryptorank.io/funds/60x60.rainfall1664362920920.png,3.0,NORMAL,Venture,venture,5
unstoppabledomains,Unstoppable Domains,65000000.0,https://img.cryptorank.io/coins/60x60.unstoppable_domains1664359821249.png,Red Beard Ventures,redbeardvc,https://img.cryptorank.io/funds/60x60.red_beard_ventures1664361192749.png,4.0,NORMAL,Venture,venture,45
unstoppabledomains,Unstoppable Domains,65000000.0,https://img.cryptorank.io/coins/60x60.unstoppable_domains1664359821249.png,Gaingels,gaingels,https://img.cryptorank.io/funds/60x60.gaingels1663230703317.png,4.0,NORMAL,Venture,venture,30
unstoppabledomains,Unstoppable Domains,65000000.0,https://img.cryptorank.io/coins/60x60.unstoppable_domains1664359821249.png,Mayfield,mayfield,https://img.cryptorank.io/funds/60x60.mayfield1664360813459.png,4.0,NORMAL,Venture,venture,9
unstoppabledomains,Unstoppable Domains,65000000.0,https://img.cryptorank.io/coins/60x60.unstoppable_domains1664359821249.png,Broadhaven Capital Partners,broadhaven-capital-partners,https://img.cryptorank.io/funds/60x60.broadhaven_capital_partners1664363132921.png,4.0,NORMAL,Venture,venture,8
unstoppabledomains,Unstoppable Domains,65000000.0,https://img.cryptorank.io/coins/60x60.unstoppable_domains1664359821249.png,EI Ventures,eiventures,https://img.cryptorank.io/funds/60x60.ei_ventures1664363345127.png,4.0,NORMAL,Venture,venture,5
unstoppabledomains,Unstoppable Domains,65000000.0,https://img.cryptorank.io/coins/60x60.unstoppable_domains1664359821249.png,Sound Media Ventures,soundmediavc,https://img.cryptorank.io/funds/60x60.sound_media_ventures1664364827651.png,4.0,NORMAL,Venture,venture,1
unstoppabledomains,Unstoppable Domains,65000000.0,https://img.cryptorank.io/coins/60x60.unstoppable_domains1664359821249.png,WE3,we3co,https://img.cryptorank.io/funds/60x60.we_31664365038635.png,5.0,NORMAL,Venture,venture,3
unstoppabledomains,Unstoppable Domains,65000000.0,https://img.cryptorank.io/coins/60x60.unstoppable_domains1664359821249.png,Alt Tab Capital,alttabfund,https://img.cryptorank.io/funds/60x60.alt_tab_capital1664365229449.png,5.0,NORMAL,Hedge Fund,hedge,1
alchemon,Alchemon,1000000.0,https://img.cryptorank.io/coins/60x60.alchemon1664361713599.png,Borderless Capital,borderless-capital,https://img.cryptorank.io/funds/60x60.borderless_capital1730383382856.png,3.0,LEAD,Venture,venture,111
alchemon,Alchemon,1000000.0,https://img.cryptorank.io/coins/60x60.alchemon1664361713599.png,Yieldly,yieldly,https://img.cryptorank.io/funds/60x60.yieldly1664361952132.png,3.0,NORMAL,Corporation,corporate,2
alchemon,Alchemon,1000000.0,https://img.cryptorank.io/coins/60x60.alchemon1664361713599.png,Pillar VC,pillar-vc,https://img.cryptorank.io/funds/60x60.pillar_vc1664361844009.png,4.0,NORMAL,Venture,venture,11
crypto-snack,Crypto Snack,50000000.0,https://img.cryptorank.io/coins/60x60.crypto snack1649772505523.png,GEM Digital,gem-digital,https://img.cryptorank.io/funds/60x60.gem_digital1664363838656.png,3.0,LEAD,Venture,venture,17
dno,dNo,6400000.0,https://img.cryptorank.io/coins/60x60.d_no1664364705449.png,Fabric Ventures,fabric-ventures,https://img.cryptorank.io/funds/60x60.fabric_ventures1724223679552.png,2.0,LEAD,Venture,venture,74
dno,dNo,6400000.0,https://img.cryptorank.io/coins/60x60.d_no1664364705449.png,Bitkraft Ventures,bitkraftventures,https://img.cryptorank.io/funds/60x60.bitkraft ventures1653929100699.png,3.0,LEAD,Venture,venture,62
dno,dNo,6400000.0,https://img.cryptorank.io/coins/60x60.d_no1664364705449.png,Sfermion,sfermion,https://img.cryptorank.io/funds/60x60.sfermion1653660022577.png,2.0,NORMAL,Venture,venture,94
dno,dNo,6400000.0,https://img.cryptorank.io/coins/60x60.d_no1664364705449.png,Geometry,geometry,https://img.cryptorank.io/funds/60x60.geometry1663929700536.png,4.0,NORMAL,Venture,venture,17
fanzee,Fanzee,2000000.0,https://img.cryptorank.io/coins/60x60.fanzee1670921283544.png,TONcoin.fund,ton-coin-fund,https://img.cryptorank.io/funds/60x60.to_ncoin_fund1664365699509.png,4.0,LEAD,Venture,venture,5
fanzee,Fanzee,2000000.0,https://img.cryptorank.io/coins/60x60.fanzee1670921283544.png,First Stage Labs,first-stage-labs,https://img.cryptorank.io/funds/60x60.first_stage_labs1664365890252.png,4.0,LEAD,Venture,venture,2
fanzee,Fanzee,2000000.0,https://img.cryptorank.io/coins/60x60.fanzee1670921283544.png,MEXC,mexc,https://img.cryptorank.io/funds/60x60.mexc1669214096149.png,2.0,NORMAL,Exchange,exchange,67
fanzee,Fanzee,2000000.0,https://img.cryptorank.io/coins/60x60.fanzee1670921283544.png,KuCoin Labs,kucoin-labs,https://img.cryptorank.io/funds/60x60.kucoin labs1650451262375.png,2.0,NORMAL,Exchange,exchange,51
fanzee,Fanzee,2000000.0,https://img.cryptorank.io/coins/60x60.fanzee1670921283544.png,HTX Ventures,huobi-capital,https://img.cryptorank.io/funds/60x60.huobi_capital1695744151086.png,3.0,NORMAL,Exchange,exchange,118
fanzee,Fanzee,2000000.0,https://img.cryptorank.io/coins/60x60.fanzee1670921283544.png,3Commas,3commas,https://img.cryptorank.io/funds/60x60.3_commas1658223184392.png,3.0,NORMAL,Venture,venture,46
fanzee,Fanzee,2000000.0,https://img.cryptorank.io/coins/60x60.fanzee1670921283544.png,Orbs,orbs,https://img.cryptorank.io/funds/60x60.orbs1664366235684.png,4.0,NORMAL,Corporation,corporate,6
fanzee,Fanzee,2000000.0,https://img.cryptorank.io/coins/60x60.fanzee1670921283544.png,Hexit Capital,hexit-capital,https://img.cryptorank.io/funds/60x60.hexit_capital1664366606678.png,4.0,NORMAL,Venture,venture,1
fanzee,Fanzee,2000000.0,https://img.cryptorank.io/coins/60x60.fanzee1670921283544.png,VLG Digital,vlg-digital,https://img.cryptorank.io/funds/60x60.vlg_digital1664366095846.png,4.0,NORMAL,Venture,venture,1
socket,Socket,2000000.0,https://img.cryptorank.io/coins/60x60.socket1664366912096.png,IDEO CoLab Ventures,ideoventures,https://img.cryptorank.io/funds/60x60.ideo colab ventures1653898500582.png,2.0,LEAD,Venture,venture,62
socket,Socket,2000000.0,https://img.cryptorank.io/coins/60x60.socket1664366912096.png,Balaji Srinivasan,balaji-srinivasan,https://img.cryptorank.io/funds/60x60.balaji_srinivasan1666791966754.png,1.0,NORMAL,Angel Investor,angel-investor,149
socket,Socket,2000000.0,https://img.cryptorank.io/coins/60x60.socket1664366912096.png,LongHash Ventures,longhashvc,https://img.cryptorank.io/funds/60x60.longhash ventures1649418223202.png,3.0,NORMAL,Venture,venture,99
socket,Socket,2000000.0,https://img.cryptorank.io/coins/60x60.socket1664366912096.png,OpenSea Ventures,opensea-ventures,https://img.cryptorank.io/funds/60x60.open_sea_ventures1663394926333.png,3.0,NORMAL,Venture,venture,32
socket,Socket,2000000.0,https://img.cryptorank.io/coins/60x60.socket1664366912096.png,CitizenX Crypto Ventures,citizenx-cryptovc,https://img.cryptorank.io/funds/60x60.citizen_x_crypto_ventures1715877883557.png,4.0,NORMAL,Venture,venture,21
